﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,"Apr 26, 2022"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,"Apr 26, 2022"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,"Apr 26, 2022"
HomeSeekers and HomeMakers,Does this look like a good aircon deal?,https://forums.hardwarezone.com.sg/threads/does-this-look-like-a-good-aircon-deal.6417537/,"Nov 26, 2020"
HomeSeekers and HomeMakers,Semi-detached house near Orchard Road on sale for $7.84 mil,https://forums.hardwarezone.com.sg/threads/semi-detached-house-near-orchard-road-on-sale-for-7-84-mil.6417224/,"Nov 26, 2020"
HomeSeekers and HomeMakers,Should I use EHG to buy my retirement BTO as first timer?,https://forums.hardwarezone.com.sg/threads/should-i-use-ehg-to-buy-my-retirement-bto-as-first-timer.6416523/,"Nov 24, 2020"
HomeSeekers and HomeMakers,Advice needed : Anyone sued their neighbour successfully using CDRT?,https://forums.hardwarezone.com.sg/threads/advice-needed-anyone-sued-their-neighbour-successfully-using-cdrt.5434928/,"Nov 24, 2020"
HomeSeekers and HomeMakers,Unit at The Tessarina sold for $1.32 mil profit,https://forums.hardwarezone.com.sg/threads/unit-at-the-tessarina-sold-for-1-32-mil-profit.6416129/,"Nov 24, 2020"
HomeSeekers and HomeMakers,Question on progressive payment,https://forums.hardwarezone.com.sg/threads/question-on-progressive-payment.6415548/,"Nov 23, 2020"
HomeSeekers and HomeMakers,Unit at Nassim Park Residences asking for $13.98 mil,https://forums.hardwarezone.com.sg/threads/unit-at-nassim-park-residences-asking-for-13-98-mil.6415551/,"Nov 23, 2020"
HomeSeekers and HomeMakers,1st Timer/2nd Timer question,https://forums.hardwarezone.com.sg/threads/1st-timer-2nd-timer-question.6412661/,"Nov 22, 2020"
HomeSeekers and HomeMakers,Former HUDC owner - can qualify as BTO first-timer?,https://forums.hardwarezone.com.sg/threads/former-hudc-owner-can-qualify-as-bto-first-timer.6415254/,"Nov 22, 2020"
HomeSeekers and HomeMakers,HLE Application,https://forums.hardwarezone.com.sg/threads/hle-application.6414517/,"Nov 22, 2020"
HomeSeekers and HomeMakers,What to buy: Older HDB flat vs Newer Flat,https://forums.hardwarezone.com.sg/threads/what-to-buy-older-hdb-flat-vs-newer-flat.6400781/,"Nov 21, 2020"
HomeSeekers and HomeMakers,Looking for Home Furniture Buyers,https://forums.hardwarezone.com.sg/threads/looking-for-home-furniture-buyers.6414526/,"Nov 21, 2020"
HomeSeekers and HomeMakers,How honest are you with your property agent.,https://forums.hardwarezone.com.sg/threads/how-honest-are-you-with-your-property-agent.6325150/,"Nov 21, 2020"
HomeSeekers and HomeMakers,Dispute with neighbour on the common area,https://forums.hardwarezone.com.sg/threads/dispute-with-neighbour-on-the-common-area.6411620/,"Nov 20, 2020"
HomeSeekers and HomeMakers,bid 2 room bto in Aug 20. Will hdb give me other places if there is excess units?,https://forums.hardwarezone.com.sg/threads/bid-2-room-bto-in-aug-20-will-hdb-give-me-other-places-if-there-is-excess-units.6413696/,"Nov 20, 2020"
HomeSeekers and HomeMakers,The Wisteria,https://forums.hardwarezone.com.sg/threads/the-wisteria.5307506/,"Nov 20, 2020"
HomeSeekers and HomeMakers,"Advice needed for ""request for value""",https://forums.hardwarezone.com.sg/threads/advice-needed-for-request-for-value.6411175/,"Nov 19, 2020"
HomeSeekers and HomeMakers,Beware of cheating tenant Garie Sim,https://forums.hardwarezone.com.sg/threads/beware-of-cheating-tenant-garie-sim.6401805/,"Nov 19, 2020"
HomeSeekers and HomeMakers,Impact of non reissuing of OTP,https://forums.hardwarezone.com.sg/threads/impact-of-non-reissuing-of-otp.6411610/,"Nov 17, 2020"
HomeSeekers and HomeMakers,Fair Premium of New vs Old,https://forums.hardwarezone.com.sg/threads/fair-premium-of-new-vs-old.6411221/,"Nov 17, 2020"
HomeSeekers and HomeMakers,Unit at Fontana Heights sold for $3.68 mil profit,https://forums.hardwarezone.com.sg/threads/unit-at-fontana-heights-sold-for-3-68-mil-profit.6411981/,"Nov 17, 2020"
HomeSeekers and HomeMakers,Is punggol place good?,https://forums.hardwarezone.com.sg/threads/is-punggol-place-good.6411078/,"Nov 17, 2020"
HomeSeekers and HomeMakers,Is TOP date usually early? How early?,https://forums.hardwarezone.com.sg/threads/is-top-date-usually-early-how-early.6411438/,"Nov 17, 2020"
HomeSeekers and HomeMakers,Top Floor. Pros and cons,https://forums.hardwarezone.com.sg/threads/top-floor-pros-and-cons.5780657/,"Nov 16, 2020"
HomeSeekers and HomeMakers,Advice needed for property,https://forums.hardwarezone.com.sg/threads/advice-needed-for-property.6411002/,"Nov 16, 2020"
HomeSeekers and HomeMakers,Loan question need help,https://forums.hardwarezone.com.sg/threads/loan-question-need-help.6410994/,"Nov 16, 2020"
HomeSeekers and HomeMakers,Transferring BTO to new fiancee after break up,https://forums.hardwarezone.com.sg/threads/transferring-bto-to-new-fiancee-after-break-up.6411249/,"Nov 16, 2020"
HomeSeekers and HomeMakers,"Portfolio of strata units at Sim Lim Square, Peninsula Plaza for sale at $42.8 million",https://forums.hardwarezone.com.sg/threads/portfolio-of-strata-units-at-sim-lim-square-peninsula-plaza-for-sale-at-42-8-million.6411453/,"Nov 16, 2020"
HomeSeekers and HomeMakers,how to get rid of unwanted bulky furniture when moving house?,https://forums.hardwarezone.com.sg/threads/how-to-get-rid-of-unwanted-bulky-furniture-when-moving-house.6410381/,"Nov 16, 2020"
HomeSeekers and HomeMakers,Portable Air Con: Europace 14000 BTU - EPAC14T8,https://forums.hardwarezone.com.sg/threads/portable-air-con-europace-14000-btu-epac14t8.6358499/,"Nov 16, 2020"
HomeSeekers and HomeMakers,Any advice on getting replacement aircons?,https://forums.hardwarezone.com.sg/threads/any-advice-on-getting-replacement-aircons.6409435/,"Nov 15, 2020"
HomeSeekers and HomeMakers,Chinatown Plaza,https://forums.hardwarezone.com.sg/threads/chinatown-plaza.6410954/,"Nov 15, 2020"
HomeSeekers and HomeMakers,stupid loan question,https://forums.hardwarezone.com.sg/threads/stupid-loan-question.6409687/,"Nov 14, 2020"
HomeSeekers and HomeMakers,How does landlord insurance work?,https://forums.hardwarezone.com.sg/threads/how-does-landlord-insurance-work.6410316/,"Nov 14, 2020"
HomeSeekers and HomeMakers,why don't sinkies buy over parents' HDB Flat?,https://forums.hardwarezone.com.sg/threads/why-dont-sinkies-buy-over-parents-hdb-flat.6408185/,"Nov 13, 2020"
HomeSeekers and HomeMakers,Contemporary Craig Road shophouses on sale for $31 mil,https://forums.hardwarezone.com.sg/threads/contemporary-craig-road-shophouses-on-sale-for-31-mil.6409759/,"Nov 13, 2020"
